ID,GEO_POINT_2D,GEO_SHAPE,NAME,ETICHETTA,NOTETESTO,NUMEROANTICO,NUMEROMODERNO,LINK1,LINK2,LINK3,PIANI,ARCATE,ARCHITRAVATE,ARCHITRAVATE_CON_COLONNE_DI_LEGNO,ARCHIVOLTI,MODIGLIONI,MENSOLONI_ARCHITRAVATI,STALLA_E,FIENILE_I,RIMESSA_E,SCUDERIA_E,ATTIVITA_COMMERCIALI_PRODUTTIVE_1,ATTIVITA_COMMERCIALI_PRODUTTIVE_2,ATTIVITA_COMMERCIALI_PRODUTTIVE_3,ATTIVITA_COMMERCIALI_PRODUTTIVE_4,ATTIVITA_COMMERCIALI_PRODUTTIVE_5
263,"44.4992254789, 11.3450485645","{""type"": ""Polygon"", ""coordinates"": [[[11.344937, 44.499099, 0], [11.345088, 44.49908, 0], [11.345155, 44.499357, 0], [11.345024, 44.499378, 0], [11.344997, 44.499295, 0], [11.344981, 44.499263, 0], [11.344937, 44.499099, 0]]]}",-,Casa,-,2059,12,http://www.originebologna.com/strade/imperiale-via/n-2059,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
264,"44.4991110377, 11.3453333037","{""type"": ""Polygon"", ""coordinates"": [[[11.345256, 44.499058, 0], [11.345369, 44.499042, 0], [11.345412, 44.499163, 0], [11.345296, 44.49918, 0], [11.345256, 44.499058, 0]]]}",-,Casa,-,"2089,2055",2 via Venturini,http://www.originebologna.com/strade/imperiale-via/n-2055,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
265,"44.4988321192, 11.3446729892","{""type"": ""Polygon"", ""coordinates"": [[[11.344675, 44.498936, 0], [11.344602, 44.498743, 0], [11.344669, 44.498725, 0], [11.344745, 44.498924, 0], [11.344675, 44.498936, 0]]]}",-,Casa,-,2015,7,http://www.originebologna.com/strade/imperiale-via/n-2015-2016-2017,-,-,2,1,-,-,-,-,-,-,-,-,-,Calzolaio,-,-,-,-
266,"44.4905054144, 11.3448360628","{""type"": ""Polygon"", ""coordinates"": [[[11.344708, 44.490478, 0], [11.34495, 44.490447, 0], [11.344961, 44.490533, 0], [11.34485, 44.490552, 0], [11.34485, 44.490544, 0], [11.344722, 44.490564, 0], [11.344708, 44.490478, 0]]]}",-,Casa,-,-,-,http://www.originebologna.com/strade/grade-via-delle/stabile-d-angolo-con-via-poeti,-,-,2,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-
193,"44.4905042178, 11.3518159811","{""type"": ""Polygon"", ""coordinates"": [[[11.35172, 44.490393, 0], [11.351762, 44.490374, 0], [11.351868, 44.490505, 0], [11.351854, 44.490508, 0], [11.351866, 44.49053, 0], [11.351841, 44.490538, 0], [11.351862, 44.490571, 0], [11.351907, 44.490557, 0], [11.351945, 44.490606, 0], [11.35187, 44.490633, 0], [11.351754, 44.490485, 0], [11.351738, 44.490467, 0], [11.351708, 44.490426, 0], [11.351736, 44.490412, 0], [11.35172, 44.490393, 0]]]}",-,Casa,-,547,8,http://www.originebologna.com/strade/san-petronio-vecchio/n-547-548,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
194,"44.4893284999, 11.3535252568","{""type"": ""Polygon"", ""coordinates"": [[[11.353508, 44.489435, 0], [11.353378, 44.489302, 0], [11.353489, 44.48925, 0], [11.353547, 44.489219, 0], [11.353559, 44.489236, 0], [11.35367, 44.489357, 0], [11.353508, 44.489435, 0]]]}",-,Casa,-,"516,517",37,http://www.originebologna.com/strade/san-petronio-vecchio/n-517-516,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
195,"44.4891646547, 11.3538278916","{""type"": ""Polygon"", ""coordinates"": [[[11.353713, 44.489103, 0], [11.353788, 44.489064, 0], [11.353945, 44.489227, 0], [11.353863, 44.489263, 0], [11.353713, 44.489103, 0]]]}",-,Casa,-,476,43,http://www.originebologna.com/strade/san-petronio-vecchio/n-476,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
196,"44.4917998263, 11.342009234","{""type"": ""Polygon"", ""coordinates"": [[[11.341883, 44.491822, 0], [11.341879, 44.49178, 0], [11.342112, 44.491774, 0], [11.342129, 44.491774, 0], [11.342131, 44.491824, 0], [11.341883, 44.491822, 0]]]}",-,Casa,-,39,32,http://www.originebologna.com/strade/san-mamolo/n-39,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
197,"44.4873420988, 11.3392608828","{""type"": ""Polygon"", ""coordinates"": [[[11.33955, 44.487226, 0], [11.339562, 44.487304, 0], [11.339255, 44.487358, 0], [11.339185, 44.487367, 0], [11.339214, 44.487478, 0], [11.339075, 44.487497, 0], [11.339029, 44.487342, 0], [11.339139, 44.487329, 0], [11.339137, 44.487287, 0], [11.33955, 44.487226, 0]]]}",-,Casa,-,123,67,http://www.originebologna.com/strade/san-mamolo/n-123,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
198,"44.4906882046, 11.341733234","{""type"": ""Polygon"", ""coordinates"": [[[11.341555, 44.490748, 0], [11.341522, 44.4907, 0], [11.341715, 44.490664, 0], [11.341734, 44.49071, 0], [11.341835, 44.490692, 0], [11.341817, 44.490643, 0], [11.341934, 44.490622, 0], [11.341953, 44.490675, 0], [11.341555, 44.490748, 0]]]}",-,Casa,Questo sino al 1813 fu l'ingresso del Teatro Legnani per le Marionette. Teatro Legnani per le Marionette.,35,42,http://www.originebologna.com/strade/san-mamolo/dal-n-34-al-n-36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
199,"44.4906124135, 11.3417388894","{""type"": ""Polygon"", ""coordinates"": [[[11.341934, 44.490622, 0], [11.341817, 44.490643, 0], [11.341812, 44.490631, 0], [11.341711, 44.490651, 0], [11.341715, 44.490664, 0], [11.341522, 44.4907, 0], [11.341492, 44.490652, 0], [11.341751, 44.490593, 0], [11.341731, 44.490553, 0], [11.341775, 44.490543, 0], [11.341768, 44.49052, 0], [11.34183, 44.490507, 0], [11.34185, 44.490551, 0], [11.341896, 44.490541, 0], [11.341934, 44.490622, 0]]]}",-,Casa,-,34,42,http://www.originebologna.com/strade/san-mamolo/dal-n-34-al-n-36,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
200,"44.4946999582, 11.3460092718","{""type"": ""Polygon"", ""coordinates"": [[[11.345916, 44.494665, 0], [11.345972, 44.494648, 0], [11.345953, 44.494601, 0], [11.345905, 44.494614, 0], [11.3459, 44.494596, 0], [11.345991, 44.494568, 0], [11.346027, 44.494651, 0], [11.346065, 44.494641, 0], [11.346097, 44.494701, 0], [11.346059, 44.494709, 0], [11.346092, 44.494768, 0], [11.346126, 44.494759, 0], [11.346134, 44.494775, 0], [11.345996, 44.494813, 0], [11.345916, 44.494665, 0]]]}",-,Casa,-,"2670, 2669",-,http://www.originebologna.com/strade/san-giobbe-vicolo/n-2670,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201,"44.4956496914, 11.3389674394","{""type"": ""Polygon"", ""coordinates"": [[[11.338926, 44.495698, 0], [11.338919, 44.495667, 0], [11.33891, 44.495646, 0], [11.33889, 44.495649, 0], [11.338884, 44.495606, 0], [11.339031, 44.49562, 0], [11.339052, 44.495679, 0], [11.338926, 44.495698, 0]]]}",Palazzo Monti Casignoli,Casa,Palazzo Monti Casignoli.,91,19,http://www.originebologna.com/strade/san-felice/n-91,-,-,-,-,-,-,-,-,-,-,-,-,-,Orologiaro,Carteria dell'Aquila,-,-,-
202,"44.4969366569, 11.3330783795","{""type"": ""Polygon"", ""coordinates"": [[[11.333039, 44.49712, 0], [11.332832, 44.496797, 0], [11.333036, 44.496732, 0], [11.333093, 44.496824, 0], [11.332956, 44.496865, 0], [11.333043, 44.496987, 0], [11.333072, 44.496979, 0], [11.333061, 44.496966, 0], [11.333163, 44.496935, 0], [11.333123, 44.496865, 0], [11.333189, 44.496845, 0], [11.333224, 44.496898, 0], [11.333252, 44.496887, 0], [11.333338, 44.497016, 0], [11.333039, 44.49712, 0]]]}",Casa Busi,Casa,-,"52,53,54",38,http://www.originebologna.com/strade/san-felice/n-52-53-54,-,-,2,-,6,-,-,-,-,-,-,-,-,Falegname,Acquavitaro,-,-,-
203,"44.4971067349, 11.3324510757","{""type"": ""Polygon"", ""coordinates"": [[[11.332648, 44.497253, 0], [11.332481, 44.497312, 0], [11.332422, 44.497227, 0], [11.332376, 44.497242, 0], [11.332328, 44.497174, 0], [11.332427, 44.497142, 0], [11.332279, 44.496904, 0], [11.332388, 44.496857, 0], [11.33251, 44.497044, 0], [11.332443, 44.497069, 0], [11.332476, 44.497124, 0], [11.332538, 44.497102, 0], [11.332648, 44.497253, 0]]]}",Casa Tacconi,Casa,-,46,48,http://www.originebologna.com/strade/san-felice/n-46,-,-,2,-,4,-,-,-,-,-,-,-,-,Treccolo,-,-,-,-
204,"44.497714149, 11.3322865636","{""type"": ""Polygon"", ""coordinates"": [[[11.332249, 44.497539, 0], [11.332434, 44.497821, 0], [11.332336, 44.497855, 0], [11.332356, 44.497891, 0], [11.332329, 44.497898, 0], [11.332188, 44.497705, 0], [11.33222, 44.497692, 0], [11.332147, 44.497578, 0], [11.332249, 44.497539, 0]]]}",-,Casa,-,139,77,http://www.originebologna.com/strade/san-felice/n-139,-,-,2,2,3,-,-,-,-,-,-,-,-,Salsamentario,-,-,-,-
205,"44.4976049791, 11.332591622","{""type"": ""Polygon"", ""coordinates"": [[[11.332454, 44.497474, 0], [11.332529, 44.497449, 0], [11.332729, 44.497737, 0], [11.332656, 44.497762, 0], [11.332454, 44.497474, 0]]]}",-,Casa,-,135,69,http://www.originebologna.com/strade/san-felice/n-135,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
206,"44.4971528594, 11.3337167692","{""type"": ""Polygon"", ""coordinates"": [[[11.333595, 44.497083, 0], [11.333729, 44.497039, 0], [11.333838, 44.497214, 0], [11.333839, 44.497222, 0], [11.333698, 44.497265, 0], [11.333595, 44.497083, 0]]]}",-,Casa,-,125,47,http://www.originebologna.com/strade/san-felice/n-125,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
359,"44.4937280882, 11.3450922395","{""type"": ""Polygon"", ""coordinates"": [[[11.345016, 44.493784, 0], [11.344988, 44.493706, 0], [11.345064, 44.493692, 0], [11.345173, 44.493673, 0], [11.345194, 44.49375, 0], [11.345107, 44.493767, 0], [11.345016, 44.493784, 0]]]}",-,Casa,Uscio,1146/2,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,Fabbrica barili e mastelli,-,-,-,-
360,"44.4925723608, 11.341446234","{""type"": ""Polygon"", ""coordinates"": [[[11.341253, 44.492571, 0], [11.341332, 44.492544, 0], [11.341486, 44.492487, 0], [11.341571, 44.492455, 0], [11.341596, 44.492614, 0], [11.341423, 44.492658, 0], [11.341396, 44.492599, 0], [11.341323, 44.492608, 0], [11.341364, 44.49268, 0], [11.341321, 44.492691, 0], [11.341253, 44.492571, 0]]]}",-,Casa,Uscio,1389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vendita di vino,-,-,-,-
361,"44.4980887454, 11.3456323905","{""type"": ""Polygon"", ""coordinates"": [[[11.345634, 44.498196, 0], [11.345605, 44.498111, 0], [11.345597, 44.498075, 0], [11.345571, 44.497994, 0], [11.345633, 44.497981, 0], [11.345693, 44.498186, 0], [11.345634, 44.498196, 0]]]}",-,Casa,Uscio,"1901,1928","13 su Bertiera, 16 via delle Oche",-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
362,"44.4882443776, 11.3511848501","{""type"": ""Polygon"", ""coordinates"": [[[11.351207, 44.48819, 0], [11.351259, 44.488229, 0], [11.351143, 44.4883, 0], [11.35111, 44.488276, 0], [11.351164, 44.48824, 0], [11.351147, 44.488232, 0], [11.351207, 44.48819, 0]]]}",-,Casa,Uscio,264,5,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
363,"44.4963932504, 11.3472166025","{""type"": ""Polygon"", ""coordinates"": [[[11.347273, 44.496426, 0], [11.347181, 44.49646, 0], [11.347134, 44.496368, 0], [11.347256, 44.496328, 0], [11.347298, 44.496419, 0], [11.347273, 44.496426, 0]]]}",-,Casa,Uscio,-,5,-,-,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
364,"44.489023951, 11.3536023418","{""type"": ""Polygon"", ""coordinates"": [[[11.353611, 44.489075, 0], [11.35354, 44.488997, 0], [11.353588, 44.488972, 0], [11.353667, 44.489049, 0], [11.353611, 44.489075, 0]]]}",-,Casa,Uscio,478,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
365,"44.4912490956, 11.3460242291","{""type"": ""Polygon"", ""coordinates"": [[[11.345953, 44.491275, 0], [11.345971, 44.491208, 0], [11.346097, 44.491226, 0], [11.346079, 44.491288, 0], [11.345953, 44.491275, 0]]]}",-,Casa,Uscio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
366,"44.4915796684, 11.3507938376","{""type"": ""Polygon"", ""coordinates"": [[[11.350776, 44.491649, 0], [11.35071, 44.491547, 0], [11.350812, 44.491509, 0], [11.350877, 44.491615, 0], [11.350776, 44.491649, 0]]]}",-,Casa,Uscio,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
367,"44.4926328515, 11.3362075975","{""type"": ""Polygon"", ""coordinates"": [[[11.335967, 44.492719, 0], [11.336172, 44.492566, 0], [11.336006, 44.492479, 0], [11.336035, 44.492444, 0], [11.336194, 44.492518, 0], [11.336247, 44.492453, 0], [11.336452, 44.492598, 0], [11.336419, 44.492628, 0], [11.336343, 44.492568, 0], [11.336299, 44.492595, 0], [11.336403, 44.492677, 0], [11.336433, 44.492703, 0], [11.336358, 44.492756, 0], [11.336218, 44.492661, 0], [11.336173, 44.492693, 0], [11.336264, 44.49276, 0], [11.336202, 44.492804, 0], [11.336112, 44.492738, 0], [11.336056, 44.492768, 0], [11.336145, 44.492843, 0], [11.336138, 44.492851, 0], [11.336014, 44.492756, 0], [11.335967, 44.492719, 0]]]}",Casa Monterenzi,Casa,su Fregatette,"674,675",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
368,"44.4926945071, 11.3559366703","{""type"": ""Polygon"", ""coordinates"": [[[11.356083, 44.492623, 0], [11.356106, 44.492678, 0], [11.355845, 44.492753, 0], [11.355801, 44.492769, 0], [11.355768, 44.492709, 0], [11.355915, 44.492668, 0], [11.356083, 44.492623, 0]]]}",-,Casa,Stalla,160,20,-,-,-,-,-,2,-,-,-,-,1,1,-,-,-,-,-,-,-
369,"44.4934750701, 11.3421377686","{""type"": ""Polygon"", ""coordinates"": [[[11.342088, 44.49344, 0], [11.342134, 44.49343, 0], [11.342144, 44.493453, 0], [11.342169, 44.493449, 0], [11.34219, 44.493504, 0], [11.342119, 44.493517, 0], [11.342088, 44.49344, 0]]]}",-,Casa,"Probabilmente il numero 1192 fu assegnato a questa porta dello stabile che si affaccia con il numero 91 su via d'Azeglio, quando fu soppressa la cappella della Madonna delle Asse che aveva il numero 1192.",1192,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,Cappellaro,Calzolaio,Pastarolo,Bottega,Treccolo
370,"44.4916092342, 11.3509778889","{""type"": ""Polygon"", ""coordinates"": [[[11.351004, 44.491563, 0], [11.351011, 44.491571, 0], [11.351048, 44.491626, 0], [11.350953, 44.491657, 0], [11.350907, 44.491591, 0], [11.351004, 44.491563, 0]]]}",-,Casa,Portone e uscio,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
371,"44.4893412443, 11.3553080754","{""type"": ""Polygon"", ""coordinates"": [[[11.355171, 44.4894, 0], [11.355153, 44.489372, 0], [11.355253, 44.48934, 0], [11.355269, 44.489365, 0], [11.355311, 44.489352, 0], [11.355297, 44.489328, 0], [11.355409, 44.489293, 0], [11.355442, 44.489285, 0], [11.355459, 44.489311, 0], [11.355171, 44.4894, 0]]]}",-,Casa,Portone,421,34,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-
372,"44.488681063, 11.3544036183","{""type"": ""Polygon"", ""coordinates"": [[[11.354524, 44.488666, 0], [11.354471, 44.488684, 0], [11.35446, 44.488667, 0], [11.354396, 44.488688, 0], [11.354408, 44.488704, 0], [11.354316, 44.488734, 0], [11.35429, 44.488699, 0], [11.354496, 44.488629, 0], [11.354524, 44.488666, 0]]]}",-,Casa,Portone,"367,368",51,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
373,"44.4893614734, 11.3426834169","{""type"": ""Polygon"", ""coordinates"": [[[11.342669, 44.489488, 0], [11.342607, 44.489281, 0], [11.342755, 44.489266, 0], [11.342767, 44.489318, 0], [11.342696, 44.489327, 0], [11.342735, 44.48948, 0], [11.342669, 44.489488, 0]]]}",-,Casa,Portone,1005,-,-,-,-,-,-,4,-,-,-,-,-,1,-,-,-,-,-,-,-
374,"44.4883198149, 11.351270995","{""type"": ""Polygon"", ""coordinates"": [[[11.351259, 44.488229, 0], [11.351297, 44.48825, 0], [11.351472, 44.488384, 0], [11.351465, 44.488391, 0], [11.351375, 44.488323, 0], [11.351335, 44.488357, 0], [11.351311, 44.488378, 0], [11.351276, 44.488416, 0], [11.351195, 44.488363, 0], [11.351178, 44.488349, 0], [11.35119, 44.488334, 0], [11.351143, 44.4883, 0], [11.351259, 44.488229, 0]]]}",-,Casa,Portone,265,3,-,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
376,"44.4930625115, 11.3562117221","{""type"": ""Polygon"", ""coordinates"": [[[11.356248, 44.492965, 0], [11.356324, 44.493122, 0], [11.356178, 44.493161, 0], [11.356098, 44.493003, 0], [11.356248, 44.492965, 0]]]}",-,Casa,Portone,-,30,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
377,"44.4909574276, 11.3472109933","{""type"": ""Polygon"", ""coordinates"": [[[11.34719, 44.491018, 0], [11.347146, 44.490914, 0], [11.347234, 44.490896, 0], [11.347274, 44.491004, 0], [11.34719, 44.491018, 0]]]}",-,Casa,Portone,467,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
378,"44.4909870103, 11.3470460347","{""type"": ""Polygon"", ""coordinates"": [[[11.347024, 44.491043, 0], [11.346997, 44.490943, 0], [11.347067, 44.490931, 0], [11.347096, 44.49103, 0], [11.347024, 44.491043, 0]]]}",-,Casa,Portone,469,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
379,"44.4917340787, 11.3510512405","{""type"": ""Polygon"", ""coordinates"": [[[11.351121, 44.49176, 0], [11.351084, 44.491773, 0], [11.351031, 44.491787, 0], [11.350976, 44.491707, 0], [11.35108, 44.491683, 0], [11.351121, 44.49176, 0]]]}",-,Casa,Portone,801,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
380,"44.4864813257, 11.3470873901","{""type"": ""Polygon"", ""coordinates"": [[[11.3471, 44.486372, 0], [11.347147, 44.486582, 0], [11.347079, 44.486592, 0], [11.347025, 44.486387, 0], [11.3471, 44.486372, 0]]]}",-,Casa,Portone,953,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
381,"44.4909622656, 11.350591324","{""type"": ""Polygon"", ""coordinates"": [[[11.350521, 44.490932, 0], [11.350587, 44.490909, 0], [11.350606, 44.490904, 0], [11.350667, 44.490992, 0], [11.350568, 44.491019, 0], [11.350521, 44.490932, 0]]]}",-,Casa,Portone,808,20,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-
382,"44.4922605554, 11.3495498436","{""type"": ""Polygon"", ""coordinates"": [[[11.349549, 44.492341, 0], [11.349462, 44.492218, 0], [11.349546, 44.492179, 0], [11.34964, 44.492302, 0], [11.349549, 44.492341, 0]]]}",-,Casa,Portone,869,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
383,"44.4873649154, 11.3419550363","{""type"": ""Polygon"", ""coordinates"": [[[11.341898, 44.487289, 0], [11.341949, 44.48728, 0], [11.341985, 44.487382, 0], [11.342001, 44.487409, 0], [11.342011, 44.487443, 0], [11.341964, 44.48745, 0], [11.341898, 44.487289, 0]]]}",-,Casa,Portone,930,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
384,"44.4900705164, 11.3422990329","{""type"": ""Polygon"", ""coordinates"": [[[11.342425, 44.490024, 0], [11.342441, 44.490091, 0], [11.342181, 44.490118, 0], [11.342158, 44.490042, 0], [11.342257, 44.490036, 0], [11.342275, 44.49009, 0], [11.342295, 44.490087, 0], [11.342284, 44.490036, 0], [11.342327, 44.490036, 0], [11.342425, 44.490024, 0]]]}",-,Casa,Portone,1026,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
385,"44.488118117, 11.3523131627","{""type"": ""Polygon"", ""coordinates"": [[[11.352277, 44.488124, 0], [11.352312, 44.488091, 0], [11.35235, 44.488113, 0], [11.352313, 44.488145, 0], [11.352277, 44.488124, 0]]]}",-,Casa,Portoncello,-,72 su Strada Santo Dtefano,-,-,-,2,1,-,-,-,-,-,-,-,-,-,Salsamentario,-,-,-,-
386,"44.4909323757, 11.3474778763","{""type"": ""Polygon"", ""coordinates"": [[[11.34734, 44.490875, 0], [11.347565, 44.490854, 0], [11.347611, 44.490986, 0], [11.347457, 44.491016, 0], [11.347437, 44.491022, 0], [11.347421, 44.49098, 0], [11.347375, 44.490986, 0], [11.34734, 44.490875, 0]]]}",-,Casa,Portoncello,"465, 464",6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
387,"44.4969905441, 11.3488286388","{""type"": ""Polygon"", ""coordinates"": [[[11.348676, 44.496924, 0], [11.348725, 44.496882, 0], [11.348831, 44.496943, 0], [11.348876, 44.496974, 0], [11.348947, 44.497016, 0], [11.348919, 44.497043, 0], [11.348954, 44.497064, 0], [11.34889, 44.497113, 0], [11.348846, 44.497081, 0], [11.34889, 44.497042, 0], [11.348872, 44.497034, 0], [11.348853, 44.497046, 0], [11.348825, 44.49703, 0], [11.348837, 44.497019, 0], [11.348676, 44.496924, 0]]]}",-,Casa,Portelletto,2769,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
388,"44.4873913583, 11.3532622369","{""type"": ""Polygon"", ""coordinates"": [[[11.353124, 44.487303, 0], [11.35314, 44.487285, 0], [11.353181, 44.487326, 0], [11.353213, 44.487312, 0], [11.353237, 44.487338, 0], [11.353272, 44.487318, 0], [11.353387, 44.487472, 0], [11.35335, 44.487493, 0], [11.353331, 44.487469, 0], [11.353311, 44.487478, 0], [11.353279, 44.487443, 0], [11.35325, 44.487453, 0], [11.353124, 44.487303, 0]]]}",-,Casa,Porta,51,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Barbiere,-,-,-,-
389,"44.4943960783, 11.3377399411","{""type"": ""Polygon"", ""coordinates"": [[[11.337693, 44.494323, 0], [11.337738, 44.494304, 0], [11.337793, 44.494473, 0], [11.33773, 44.494473, 0], [11.337693, 44.494323, 0]]]}",-,Casa,Porta,1200,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
390,"44.4883820678, 11.3531269969","{""type"": ""Polygon"", ""coordinates"": [[[11.352992, 44.488435, 0], [11.353061, 44.488392, 0], [11.353182, 44.48833, 0], [11.353175, 44.488316, 0], [11.353218, 44.488292, 0], [11.353257, 44.488331, 0], [11.353199, 44.488363, 0], [11.353207, 44.48837, 0], [11.353022, 44.488467, 0], [11.352992, 44.488435, 0]]]}",-,Casa,Porta,492,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
391,"44.4910808268, 11.3384613149","{""type"": ""Polygon"", ""coordinates"": [[[11.338736, 44.490958, 0], [11.338732, 44.490984, 0], [11.338719, 44.491085, 0], [11.338538, 44.491058, 0], [11.338493, 44.491114, 0], [11.338316, 44.491223, 0], [11.338204, 44.491296, 0], [11.338129, 44.491197, 0], [11.338255, 44.491139, 0], [11.338294, 44.491167, 0], [11.338368, 44.49113, 0], [11.33832, 44.491095, 0], [11.338416, 44.491042, 0], [11.338561, 44.4909, 0], [11.338632, 44.490931, 0], [11.338736, 44.490958, 0]]]}",-,Casa,Parte posteriore del palazzo Marescolti Calvi.,"378, 377","7, 9",-,-,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-
392,"44.4922907803, 11.3422056636","{""type"": ""Polygon"", ""coordinates"": [[[11.342142, 44.492415, 0], [11.342131, 44.492363, 0], [11.342175, 44.492355, 0], [11.342147, 44.492262, 0], [11.342206, 44.492254, 0], [11.342202, 44.492227, 0], [11.342166, 44.492232, 0], [11.342155, 44.492176, 0], [11.342237, 44.492161, 0], [11.342253, 44.492203, 0], [11.342281, 44.492296, 0], [11.342233, 44.492308, 0], [11.342251, 44.492398, 0], [11.342142, 44.492415, 0]]]}",Osteria della Colombina,Casa,Osteria della Colombina,1201,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Osteria della Colombina,-,-,-,-
393,"44.4926526005, 11.3536882097","{""type"": ""Polygon"", ""coordinates"": [[[11.353662, 44.492753, 0], [11.353608, 44.49268, 0], [11.353563, 44.492605, 0], [11.353718, 44.49255, 0], [11.353814, 44.492703, 0], [11.353662, 44.492753, 0]]]}",-,Casa,"Nell' angolo che faceva quest' Androna con quella di S. Leonardo, contro la parte posteriore del teatro Marsigli Rossi, la casa con portico che vi era apparteneva agli Scappi, la cui arma era composta di un nastro bianco fra due zanne in campo rosso, e tre gigli. Nella sala vi era il millesimo 1596. Appartenne in seguito agli Agocchi Pasi, e nel 1778 fu comprata da Domenico di Carlo dalla Torre per L. 4500.",719 (sotto il portico),11 (sotto il portico),-,-,-,2,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-
394,"44.4919563002, 11.3513685415","{""type"": ""Polygon"", ""coordinates"": [[[11.351506, 44.492003, 0], [11.351386, 44.492033, 0], [11.351362, 44.491991, 0], [11.351295, 44.492011, 0], [11.351267, 44.492015, 0], [11.351221, 44.49194, 0], [11.351195, 44.491897, 0], [11.351228, 44.491887, 0], [11.351254, 44.491937, 0], [11.351457, 44.491875, 0], [11.351506, 44.492003, 0]]]}",Caffe' dei Servi,Casa,"N. 621/2, 621/3",621/2 621/3,1/2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
